state,price,sqft
Montana,$72812,3193
Florida,$18643,2492
California,$35839,3791
California,$17994,2757
Montana,$59367,1456
California,$32717,3902
Montana,$80724,3495
Montana,$51021,870
California,$68603,1681
Illinois,$41918,2623
Florida,$95466,3888
Montana,$1483,2849
Florida,$52670,1582
California,$30936,2630
California,$63885,1013
California,$56722,3537
California,$46595,2287
Florida,$22080,1889
Florida,$76479,3439
Florida,$7457,3830
Montana,$62177,2892
California,$81333,2390
Illinois,$88075,2250
California,$27488,3136
Montana,$58310,1667
California,$99143,951
Illinois,$57457,2235
Illinois,$18310,2840
California,$6501,2195
Illinois,$38062,999
Florida,$46481,3005
Montana,$60645,2952
Illinois,$27821,1586
Montana,$68231,1287
Montana,$40651,1995
Montana,$98589,3537
California,$22822,2846
Florida,$72259,2001
Montana,$83158,1544
Florida,$12341,3687
Florida,$64993,1678
Florida,$97899,1401
Florida,$62155,1213
Illinois,$2875,2235
Illinois,$10497,1987
Montana,$73184,1893
California,$41771,3212
California,$54005,1875
Montana,$60871,1633
Montana,$77054,750
California,$57125,3079
Florida,$5690,2182
Florida,$53683,3583
California,$5848,948
Montana,$48379,2285
Illinois,$98493,1163
Florida,$42694,1625
Illinois,$61903,3355
Florida,$25604,3507
Florida,$73325,2519
Illinois,$54280,2898
Florida,$4947,2058
Montana,$34795,1088
Montana,$20019,2470
Florida,$98971,1133
Montana,$80868,2913
Florida,$67248,2477
California,$62195,2790
Montana,$93856,825
Montana,$86582,3957
Illinois,$68145,1764
Florida,$71006,1653
Illinois,$11885,2984
Florida,$40366,1870
California,$19542,1514
Montana,$12527,3350
California,$10732,2653
Florida,$10772,3307
Florida,$49909,3723
California,$41465,3659
Florida,$27636,1263
California,$6413,1955
California,$7485,3451
Illinois,$55501,923
California,$40798,2535
Florida,$29835,768
California,$76917,2757
Florida,$48296,1696
Illinois,$91317,908
Illinois,$85447,1546
California,$68284,3845
California,$95624,1784
Illinois,$26433,3889
California,$26061,1163
Florida,$75403,2749
California,$72275,3933
Florida,$45214,1400
Florida,$86745,936
Florida,$73477,3061
Illinois,$55621,3052
Illinois,$55888,2981
California,$36324,1148
Florida,$40357,861
Montana,$98263,1946
California,$74395,3468
Florida,$97129,3393
Illinois,$69154,2693
Florida,$30746,1744
Florida,$22690,1011
Florida,$21203,2309
Illinois,$5030,926
California,$36392,2361
Montana,$77353,2365
California,$12702,2344
California,$45584,3585
Florida,$60925,2162
Montana,$16855,2290
California,$16194,2471
Florida,$39506,3263
Illinois,$65548,3849
Montana,$99076,2557
Illinois,$60019,1626
Montana,$51687,2431
California,$36953,1911
Illinois,$33432,2222
Florida,$3532,3736
California,$74692,3317
Illinois,$73027,3599
Montana,$48940,3706
Illinois,$11355,1461
Montana,$97401,3625
Montana,$30553,2701
Florida,$89849,3481
Florida,$5348,3389
Illinois,$93000,760
California,$94080,1390
California,$14867,3273
Florida,$41821,2281
Illinois,$82291,2044
Montana,$6348,3496
Montana,$7731,3064
California,$57674,1488
Montana,$80087,913
Montana,$17246,2889
Montana,$61720,2399
Florida,$26898,3320
Illinois,$8823,3437
Illinois,$4845,2437
Montana,$19376,2340
Montana,$50787,2996
Montana,$71050,3464
California,$59631,3217
California,$60933,2644
Montana,$72030,1783
California,$43323,1680
Montana,$70493,2952
Florida,$20295,2162
Florida,$88480,1569
Montana,$79257,3310
California,$64782,3004
Illinois,$50789,3223
California,$8200,3754
Montana,$25014,1019
California,$72881,2436
California,$18869,1487
Florida,$92878,3151
Montana,$74149,3050
Illinois,$77601,884
Montana,$6832,1810
Montana,$13985,3724
Illinois,$72692,3229
Montana,$91545,3309
Montana,$53215,1433
California,$74333,1612
California,$69211,1947
California,$10094,2410
Illinois,$20032,1661
Florida,$18966,2434
Florida,$95048,3242
Florida,$12810,3010
Florida,$41547,1041
Illinois,$34199,2543
California,$40831,1990
Montana,$52612,1695
Illinois,$45644,1909
Florida,$53079,3965
Florida,$17834,1481
Illinois,$84501,3634
Montana,$29010,2564
Florida,$78019,2935
California,$98825,3011
California,$8660,2489
California,$59312,3361
California,$33563,3071
Montana,$99336,1981
Illinois,$64541,974
Florida,$97694,1373
California,$92407,1041
Illinois,$49877,1274
Illinois,$88345,2730
California,$5696,2334
Illinois,$94308,3793
Florida,$64679,3891
Illinois,$58059,3204
California,$11978,3987
Florida,$35742,2019
Montana,$74823,1551
Montana,$17533,1294
California,$67694,2488
Illinois,$74523,1840
Montana,$1886,3991
Montana,$95061,3731
Illinois,$34346,3533
Illinois,$52212,3705
Florida,$28267,1131
Illinois,$16446,3579
Montana,$63453,888
California,$92583,906
California,$2664,3156
Florida,$32766,2201
California,$85502,2559
Montana,$96293,3354
California,$9631,3963
Montana,$92366,886
Montana,$12067,2474
Florida,$78574,2756
Illinois,$63224,3828
Montana,$52991,2694
Montana,$94675,2347
Montana,$70861,2953
Montana,$8856,1956
California,$37017,3411
California,$15924,3908
Montana,$35338,1272
Montana,$16200,1438
Montana,$85119,3097
California,$66016,1966
California,$1562,3979
Illinois,$98113,2697
Illinois,$17978,2926
Montana,$24769,2452
Florida,$43647,2911
Montana,$97635,1536
Florida,$86852,3996
Illinois,$51575,924
Illinois,$74867,2338
Montana,$93782,2676
Illinois,$6776,3553
Illinois,$31013,2457
California,$38438,2012
Florida,$83988,3002
Montana,$86565,1570
Montana,$6090,3462
California,$27971,3232
Illinois,$52035,1655
Florida,$28119,2836
Florida,$21041,2046
Illinois,$92895,903
Florida,$69146,2070
California,$50599,3022
Montana,$31166,3010
Florida,$75476,2690
California,$77017,2736
Florida,$33228,1923
Montana,$38075,949
Illinois,$86825,1425
California,$83701,1376
Florida,$36344,3059
Illinois,$34438,1324
Illinois,$54423,3597
Illinois,$39876,2291
Illinois,$5015,1481
Illinois,$99116,3721
Illinois,$28678,929
Florida,$81765,3557
Montana,$40390,1063
Montana,$88334,1377
California,$81567,3503
Montana,$36935,3325
Florida,$24466,2646
California,$25194,1158
California,$92256,3942
Illinois,$20122,1506
California,$68580,1663
Montana,$75247,1236
Montana,$38991,1452
Montana,$45909,2307
Florida,$52425,3563
Florida,$58619,2509
California,$80833,1609
California,$26618,3066
Florida,$54828,3182
Illinois,$38651,1226
Montana,$61328,3440
Montana,$53342,887
Illinois,$98016,2939
California,$51943,2773
Montana,$29297,2361
Illinois,$65799,3043
California,$20869,2461
California,$76700,2411
Florida,$73372,3139
Montana,$39216,3445
Montana,$13570,3645
Montana,$96937,2369
Illinois,$20205,2930
California,$87147,1639
Montana,$95751,3423
California,$10141,2468
California,$30139,2653
Montana,$81688,1252
Florida,$6873,1956
Montana,$20322,2870
Florida,$11901,2104
Florida,$26783,3111
Illinois,$4362,3317
Montana,$64601,1834
Illinois,$79291,2054
Florida,$50051,2637
Florida,$18329,777
Montana,$76458,1732
Illinois,$81847,2252
Florida,$37013,2967
California,$97443,1341
Florida,$36885,1347
Florida,$22736,1568
Montana,$13005,2334
California,$35632,1576
California,$66041,3704
California,$9059,2698
Illinois,$96618,978
Illinois,$80167,1306
California,$77546,1198
Montana,$6500,3896
Illinois,$25143,1214
Montana,$46771,2375
California,$61991,1434
Montana,$19171,3124
Florida,$41040,2406
Montana,$26817,1112
Florida,$38376,1623
Illinois,$74500,3313
Florida,$56906,2141
California,$38357,3602
Montana,$66118,3365
Montana,$11600,1657
California,$1908,3960
Florida,$40957,2204
California,$50956,1981
California,$53833,2409
Florida,$34679,1495
Illinois,$51498,835
California,$41727,1347
California,$81230,2667
Illinois,$44384,3124
Montana,$12746,3615
Montana,$76869,2879
Montana,$90559,849
Illinois,$48151,3444
California,$6245,1651
Florida,$83698,3459
Florida,$33341,2663
California,$64387,3394
Florida,$80691,1956
California,$43967,1563
Florida,$44912,1328
Florida,$54589,3772
California,$52229,2957
California,$43008,3711
Illinois,$41549,1340
Illinois,$81655,2724
California,$39615,2430
Montana,$38636,1732
California,$1725,2409
Florida,$2209,2180
Florida,$47336,3130
Florida,$73115,1536
Montana,$65198,1810
Illinois,$15877,1843
California,$82425,2298
Montana,$76435,1433
Illinois,$69699,2133
California,$62297,1274
Illinois,$38274,2956
Montana,$54119,1010
Montana,$56326,1562
Illinois,$51268,3617
Montana,$88143,2923
Illinois,$86410,1852
Montana,$5969,2972
Illinois,$42708,1083
California,$80419,2519
California,$44485,2406
Montana,$2980,2684
Montana,$86001,3434
California,$71288,3288
Florida,$18396,3912
California,$89667,3292
Illinois,$2463,3412
Montana,$10119,1880
Florida,$12892,2017
Montana,$93732,2583
Florida,$94832,2301
Illinois,$23504,2729
Montana,$99396,1121
Florida,$67266,820
California,$99278,1996
Illinois,$24822,3504
California,$77240,3019
Montana,$37723,2661
Florida,$17449,3946
Florida,$94374,2420
Florida,$67942,3445
Florida,$56587,784
Montana,$72766,966
Florida,$68487,3039
California,$81354,3976
Montana,$7758,2159
Illinois,$16097,1455
California,$32603,1706
Illinois,$77275,2457
Illinois,$76493,1806
Illinois,$81401,3674
California,$35851,1648
California,$59871,2676
Montana,$41147,3781
Montana,$43549,2095
Illinois,$73892,2106
Montana,$94087,3699
California,$16642,3554
California,$54209,3646
Illinois,$6760,1438
Montana,$86481,2384
California,$76447,3045
Florida,$92762,808
Montana,$83515,1991
Florida,$35525,2035
Illinois,$16661,3629
Illinois,$56312,1358
California,$25618,2955
California,$77922,3903
California,$2635,2952
California,$95679,2135
California,$68537,1812
California,$77358,3960
Illinois,$6931,2580
Florida,$87465,1594
Illinois,$17772,2723
California,$17519,1137
Illinois,$68709,3346
Illinois,$18335,2198
Illinois,$41052,1021
Montana,$49028,2389
Florida,$30872,3533
Montana,$49693,3831
Illinois,$15476,1237
Montana,$79125,2588
Florida,$60135,3004
California,$89066,1421
Illinois,$31874,2483
Montana,$73053,1204
California,$10284,755
Illinois,$89582,3941
Florida,$83319,2848
Illinois,$4159,3257
Montana,$67826,2886
California,$47488,786
California,$76750,3377
Florida,$65743,890
California,$37007,2530
California,$62652,3635
Illinois,$68112,2135
Illinois,$55862,3045
Florida,$90023,1441
California,$31428,872
California,$55115,2651
Florida,$8614,2069
Montana,$19462,2351
California,$37842,3136
California,$20771,3038
Florida,$60361,3458
Illinois,$30583,1190
Montana,$80792,2061
Montana,$30095,3428
Illinois,$74716,1586
California,$50516,3475
Florida,$43830,967
Illinois,$53933,1266
Illinois,$26624,1870
Illinois,$86101,3860
Florida,$39080,3535
California,$5193,1813
Florida,$83184,2700
Florida,$16619,3457
Illinois,$70535,2363
Montana,$31776,3742
Montana,$20868,3250
California,$64501,3485
Montana,$2445,1344
Montana,$31285,2016
Illinois,$12634,1010
Florida,$85592,2134
Illinois,$58369,1589
Florida,$23925,3617
Illinois,$75572,2828
Illinois,$10798,2405
Montana,$33078,3724
California,$76609,1471
California,$81222,3721
Illinois,$55601,2165
Florida,$99326,932
Montana,$79880,1566
Florida,$44376,833
Florida,$64735,1543
Florida,$92680,3893
Montana,$81201,1289
Florida,$80251,2360
Illinois,$14213,2054
Illinois,$34661,1551
California,$40063,2359
Illinois,$57008,3900
Montana,$45439,1280
Illinois,$37587,1135
Montana,$88158,3933
Illinois,$26873,2655
Illinois,$63663,2389
California,$8987,2213
Illinois,$42643,2411
Montana,$58400,1797
California,$39090,1509
Illinois,$74769,1348
Florida,$91678,828
Montana,$21597,3686
Montana,$71122,1334
Illinois,$76698,1806
Montana,$85509,2017
Montana,$13735,2131
Illinois,$75518,1149
Illinois,$19948,3240
Florida,$39465,1035
Florida,$65579,2401
Florida,$71695,1529
California,$30401,3382
Montana,$56202,3064
Florida,$9504,1691
Florida,$54719,2060
Montana,$37421,2951
Florida,$1688,2615
Florida,$20844,3670
Montana,$75219,3881
Illinois,$33292,2679
Florida,$4331,1597
California,$56360,2335
Montana,$93153,2968
Illinois,$63513,3282
Montana,$29179,1884
Florida,$85690,3327
Florida,$71779,1800
Montana,$6479,2661
Montana,$32196,3523
Montana,$28611,3272
California,$63005,2098
Illinois,$11674,2643
Florida,$20853,952
Montana,$72895,1506
Illinois,$68801,2379
Florida,$27396,2297
Florida,$39087,3404
Montana,$8409,3413
California,$97500,911
Illinois,$61501,882
Montana,$81579,841
Illinois,$49303,2119
Illinois,$73381,2020
California,$29994,1029
Florida,$1371,1314
Montana,$66046,2563
California,$50373,3620
California,$71485,1895
Florida,$85071,802
California,$39042,3562
Illinois,$56223,2432
Montana,$40359,2104
Florida,$21846,2405
California,$65387,1971
Illinois,$23367,1126
California,$6233,2534
California,$43127,1567
California,$89226,2041
Florida,$86429,755
Montana,$55738,1259
Illinois,$70674,3700
Florida,$8777,2470
Florida,$77274,2839
Montana,$96202,1148
Illinois,$34321,2971
Illinois,$77560,1736
California,$58021,3499
California,$82065,3217
Florida,$32059,3846
Illinois,$12670,3105
Florida,$54070,1771
California,$62405,2923
Illinois,$79110,2765
California,$59427,2308
Illinois,$11839,3495
California,$86147,826
Florida,$18333,1301
California,$13415,2838
Montana,$35538,3787
Florida,$40025,1427
Montana,$48754,1119
Montana,$99115,3845
California,$28705,1915
California,$98881,2763
Florida,$21696,1459
Florida,$14049,1763
California,$12041,2245
Montana,$19811,3993
Montana,$33060,3906
Montana,$37858,3502
California,$41246,2387
Illinois,$92132,2016
California,$15588,1970
Illinois,$75765,907
Montana,$91441,2014
California,$53166,2578
Montana,$46757,1198
Illinois,$52254,3086
Florida,$56966,924
Illinois,$82640,2338
Florida,$2560,1015
Florida,$69729,3989
Illinois,$79357,2558
Montana,$10676,2574
California,$7685,1775
Florida,$86635,1264
Montana,$33873,1614
Montana,$95870,3744
Florida,$2685,1659
Illinois,$80672,1735
Montana,$43649,1517
California,$28678,824
Montana,$48529,3786
Illinois,$68943,2170
California,$63841,3104
California,$10480,3751
Florida,$73607,3550
Florida,$14233,2904
Florida,$98376,3521
Illinois,$9838,2716
Florida,$14295,3379
Illinois,$11194,1164
Montana,$21630,1826
Montana,$59428,3864
Montana,$95925,2168
Florida,$75489,1432
Montana,$57212,2449
Florida,$45921,3376
Montana,$27031,2008
Montana,$18059,1398
Florida,$6595,2424
California,$50460,1280
Florida,$38754,1343
Illinois,$20570,1203
Florida,$75193,1077
Illinois,$92213,1648
Illinois,$49286,2020
California,$65715,871
Illinois,$1679,2195
Florida,$5978,1956
Illinois,$93286,2846
California,$25669,1796
Illinois,$90088,3863
California,$54569,2952
Montana,$57189,3717
Illinois,$16639,2630
Montana,$31489,2887
California,$48270,1035
Montana,$15322,1290
Illinois,$72809,3968
California,$26754,1664
California,$68485,1003
Montana,$9986,2417
California,$89162,2342
Florida,$42793,1934
Montana,$73855,1165
Montana,$73126,1013
Illinois,$47323,3703
Montana,$65408,1115
Illinois,$1227,3401
Montana,$5632,3248
Florida,$93490,3759
California,$87400,2648
Illinois,$37453,3338
Illinois,$39871,2006
Illinois,$16563,3955
Illinois,$55457,3016
Montana,$9319,2967
California,$91543,1016
Florida,$32155,2460
Illinois,$3932,3838
Montana,$46301,1465
California,$76653,2607
Florida,$13209,2938
Montana,$65273,950
Montana,$84952,1694
Montana,$98789,3715
California,$59602,3690
Illinois,$95383,2358
Florida,$15968,3678
California,$18736,2559
Florida,$43414,1774
Florida,$75467,834
Florida,$27290,2380
Florida,$46771,1040
California,$4117,2016
Florida,$51876,2909
Montana,$40514,3887
Montana,$42136,911
Florida,$86798,2366
Montana,$78288,3004
Illinois,$6434,3442
Illinois,$36096,3991
Illinois,$41243,1171
Montana,$87703,2020
Montana,$99319,3841
Florida,$72257,2773
Florida,$75122,1575
California,$42911,2335
California,$93377,1508
Illinois,$53331,3413
Illinois,$68153,1258
Illinois,$84053,1494
California,$35304,1105
Illinois,$57299,2981
Illinois,$84918,2254
Florida,$45488,1067
Florida,$96442,3896
Montana,$5760,3833
Illinois,$5842,1086
Illinois,$73751,1356
Florida,$2649,1594
Illinois,$53013,1998
Illinois,$61933,2193
Florida,$14579,3556
California,$53782,1500
Illinois,$72874,1064
Florida,$27490,3951
California,$67545,2658
Florida,$18878,3927
Illinois,$30064,1883
California,$62803,1735
Montana,$53774,2261
California,$60207,3751
Montana,$40402,1325
Montana,$12627,2184
California,$89887,1313
Florida,$35962,3873
Montana,$20267,3347
Florida,$2839,2217
Montana,$57037,1234
Florida,$32628,3288
Florida,$62657,1769
Illinois,$4636,847
Florida,$21231,3253
Illinois,$23108,2457
California,$68703,2130
Montana,$4508,915
Florida,$86703,2040
California,$3727,2688
Florida,$13004,3246
Montana,$63987,2329
Illinois,$57117,1569
Florida,$17493,1207
Florida,$17458,3730
California,$97318,3500
Illinois,$40851,3085
Montana,$50304,2807
Florida,$4136,1284
Montana,$51088,3623
Montana,$8470,2492
Florida,$88309,825
Illinois,$54053,3778
California,$59883,3159
Florida,$43996,3703
Montana,$61924,1610
Montana,$95036,3889
Montana,$62928,2786
Illinois,$30975,1811
Montana,$56911,2254
Florida,$74893,3728
California,$63658,2825
Montana,$11653,2204
Florida,$81336,1256
Montana,$43628,2415
California,$33639,2776
Montana,$1006,3746
Florida,$60317,2533
Florida,$41351,986
Montana,$33293,2411
Montana,$54001,912
Montana,$76566,1122
California,$94588,1024
Florida,$99539,1619
Montana,$4551,1347
Florida,$8065,2803
Illinois,$8274,3059
California,$67057,1510
California,$40270,1969
California,$16566,3551
Florida,$93337,3853
Illinois,$24828,3308
Illinois,$25315,1259
Florida,$40990,3096
California,$11078,991
Florida,$90156,2289
Florida,$29754,3667
Illinois,$17810,1073
Montana,$73658,1149
Montana,$25734,1904
California,$61247,3248
Illinois,$92990,2982
Florida,$9347,3666
Florida,$74656,3274
California,$71486,3292
Montana,$66458,2329
California,$67120,1706
Illinois,$46826,882
Florida,$26690,2135
Montana,$80071,1054
Illinois,$52578,1870
California,$73604,3221
Montana,$18201,1301
Montana,$1010,1196
Montana,$71068,1206
Florida,$95892,2176
Illinois,$64522,3284
California,$26208,3840
Illinois,$1526,2103
Illinois,$78901,2005
Florida,$71350,760
Illinois,$88904,2978
Florida,$65662,3911
Montana,$15706,3644
California,$83723,1443
Illinois,$35426,3365
Illinois,$59120,2454
